Report_Date,Fund_Code,Fund_Name,Security_Code,Security_Name,Asset_Type_1,Asset_Type_2,Asset_Type_3,Bloomberg_Sector_L1,Bloomberg_Sector_L2,GICS_L1,Country,Region,Currency,Rating,Quantity,Nominal_Amount,Market_Value_Base_Currency,Exposure_Base_Currency,Parent_Fund_Code,Parent_Fund_Name,Accounting_Code,Report_Subset
2023-05-20 00:00:00,FND012,Gamma Fund,SEC000688,Security G,E,I,N,Materials,Metals,Financials,Canada,North America,EUR,AA,3097,5463323.169,3985052.709,-10898990.31,,European Parent Fund,AC01,MAIN
2023-03-06 00:00:00,FND001,Zeta Fund,SEC000689,Security D,A,I,P,Technology,Electric,Health Care,Canada,North America,CAD,AAA,4614,95660303.06,3204648.137,28020059.8,PFND05,Growth Parent Fund,AC03,ADJ
2023-01-11 00:00:00,FND020,Gamma Fund,SEC000690,Security D,D,I,L,Healthcare,Machinery,Utilities,Germany,North America,CAD,CCC,9558,5767283.88,5930018.771,36721966.11,PFND05,,AC03,RESTATED
2024-09-24 00:00:00,FND002,Sigma Fund,SEC000691,Security E,E,H,M,Technology,Electric,Materials,Canada,North America,USD,AAA,1840,13313466.52,6980141.311,-27508518.97,PFND05,,AC01,ADJ
2024-02-22 00:00:00,FND007,Alpha Fund,SEC000692,Security E,C,J,N,Materials,Software,Materials,Italy,Asia,EUR,AAA,7499,12795478.14,4616866.631,-13640557.97,PFND03,,AC04,RESTATED
2023-02-01 00:00:00,FND020,Omega Fund,SEC000693,Security B,D,H,L,Utilities,Electric,Financials,Netherlands,Asia,GBP,B,15637,76101552.11,2102817.029,-27886457.93,,Growth Parent Fund,AC02,RESTATED
2023-02-01 00:00:00,FND018,Beta Fund,SEC000694,Security C,E,I,M,Energy,Pharma,Information Technology,US,North America,GBP,CCC,6112,92938730.97,-2826737.651,6458350.333,PFND04,,AC04,RESTATED
2023-09-23 00:00:00,FND001,Gamma Fund,SEC000695,Security A,C,I,M,Financials,Machinery,Information Technology,UK,Asia,USD,CCC,8647,57879984.15,-7107112.654,-47823403.46,,Global Parent Fund,AC01,RESTATED
2023-03-08 00:00:00,FND016,Beta Fund,SEC000696,Security G,D,H,L,Energy,Machinery,Financials,US,North America,JPY,BBB,19896,45005970.24,1877521.515,-9911850.01,PFND03,European Parent Fund,AC04,RESTATED
2023-07-23 00:00:00,FND011,Gamma Fund,SEC000697,Security C,B,J,L,Industrials,Software,Energy,US,North America,EUR,BB,14049,57201910.42,-1072243.273,-23118900.82,PFND04,Global Parent Fund,AC01,MAIN
2024-05-20 00:00:00,FND005,Alpha Fund,SEC000698,Security E,C,J,O,Utilities,Electric,Financials,US,Asia,JPY,BBB,7678,10801487.16,3859428.079,30301185.05,PFND03,Growth Parent Fund,AC03,ADJ
2023-05-02 00:00:00,FND002,Omega Fund,SEC000699,Security G,D,F,K,Utilities,Pharma,Industrials,Canada,Europe,USD,CCC,4940,90821413.48,-8277623.028,-14329795.89,,,AC04,ADJ
2023-11-18 00:00:00,FND013,Alpha Fund,SEC000700,Security D,C,J,O,Materials,Software,Energy,Japan,Europe,JPY,B,11016,8461481.432,-7919177.761,-23526004.63,PFND05,,AC02,ADJ
2024-04-27 00:00:00,FND015,Alpha Fund,SEC000701,Security C,E,I,L,Industrials,Machinery,Utilities,France,Europe,JPY,B,6545,35353836.48,-7045573.394,-4119998.067,PFND05,Growth Parent Fund,AC02,RESTATED
2024-12-04 00:00:00,FND011,Beta Fund,SEC000702,Security B,B,G,K,Healthcare,Machinery,Industrials,Netherlands,Asia,CAD,A,3593,60046621.23,1977252.695,6525824.468,PFND02,,AC01,ADJ
2023-03-23 00:00:00,FND011,Gamma Fund,SEC000703,Security A,D,I,K,Healthcare,Banks,Health Care,Canada,Asia,EUR,BB,15625,58818107.86,-2646953.349,5068264.387,,Growth Parent Fund,AC02,RESTATED
2023-05-14 00:00:00,FND019,Gamma Fund,SEC000704,Security F,E,F,O,Utilities,Oil & Gas,Industrials,France,Asia,CAD,BBB,14235,2865266.9,1068260.419,-33793931.8,PFND01,,AC04,ADJ
2024-09-15 00:00:00,FND020,Delta Fund,SEC000705,Security D,D,J,L,Materials,Machinery,Information Technology,Canada,Asia,JPY,CCC,6910,8642461.532,-216931.227,16451286.17,PFND03,Global Parent Fund,AC02,RESTATED
2024-03-19 00:00:00,FND009,Sigma Fund,SEC000706,Security E,D,F,K,Financials,Software,Health Care,Canada,Asia,USD,,9398,79712.44181,5952840.62,-47765696.95,PFND05,,AC03,ADJ
2024-11-09 00:00:00,FND008,Beta Fund,SEC000707,Security C,D,J,N,Healthcare,Electric,Health Care,France,North America,JPY,BB,3057,23465300.41,3955225.036,42417114.5,PFND03,Growth Parent Fund,AC03,ADJ
2023-02-20 00:00:00,FND014,Lambda Fund,SEC000708,Security A,A,G,N,Healthcare,Oil & Gas,Energy,Spain,Asia,EUR,BBB,18862,51193726.62,-368356.2386,13278398.79,PFND04,European Parent Fund,AC01,RESTATED
2023-05-23 00:00:00,FND001,Gamma Fund,SEC000709,Security C,E,H,K,Healthcare,Banks,Health Care,Japan,Asia,EUR,,14012,9246840.943,-4573732.479,-15355332.22,PFND03,European Parent Fund,AC02,MAIN
2024-05-17 00:00:00,FND015,Sigma Fund,SEC000710,Security B,C,I,K,Industrials,Software,Materials,Netherlands,Europe,CAD,CCC,14435,40656670.58,1942238.625,13259041.48,,Global Parent Fund,AC02,ADJ
2023-05-01 00:00:00,FND002,Zeta Fund,SEC000711,Security F,C,G,N,Utilities,Software,Industrials,France,Europe,JPY,A,1105,97388688.56,9037863.168,7011683.508,PFND03,Growth Parent Fund,AC02,ADJ
2024-12-22 00:00:00,FND004,Omega Fund,SEC000712,Security F,C,F,K,Materials,Oil & Gas,Financials,Spain,Europe,GBP,BBB,8659,10409395.38,-1969107.039,11172315.56,,,AC03,RESTATED
2024-04-15 00:00:00,FND007,Sigma Fund,SEC000713,Security E,A,H,M,Materials,Banks,Utilities,Italy,Europe,USD,,6564,97106903.61,6425758.162,14847658.29,PFND04,,AC01,RESTATED
2024-02-05 00:00:00,FND001,Alpha Fund,SEC000714,Security C,D,F,P,Financials,Electric,Financials,Italy,North America,USD,,16799,7918470.166,6403953.834,-26338186.21,,Growth Parent Fund,AC02,MAIN
2024-02-28 00:00:00,FND019,Zeta Fund,SEC000715,Security F,D,F,M,Financials,Pharma,Energy,Netherlands,Asia,USD,AA,3083,51910912.65,-7163286.187,-44053341.96,PFND05,,AC02,MAIN
2023-05-05 00:00:00,FND011,Zeta Fund,SEC000716,Security B,C,J,O,Energy,Electric,Materials,UK,North America,CAD,,7214,65327769.61,-1133354.428,13239798.23,,Growth Parent Fund,AC02,ADJ
2023-05-05 00:00:00,FND005,Gamma Fund,SEC000717,Security A,A,G,O,Industrials,Pharma,Health Care,UK,North America,GBP,CCC,1198,68602994.14,-4079735.569,33590187.13,,Global Parent Fund,AC01,RESTATED
2023-01-23 00:00:00,FND013,Lambda Fund,SEC000718,Security E,B,H,M,Utilities,Software,Utilities,Spain,Europe,GBP,AA,12753,35139491.01,2126867.433,-47661045.69,PFND05,Growth Parent Fund,AC04,MAIN
2024-01-24 00:00:00,FND005,Delta Fund,SEC000719,Security A,C,J,K,Technology,Oil & Gas,Industrials,UK,Asia,USD,A,6324,14680798.85,-5310269.544,-6459349.439,,Global Parent Fund,AC01,RESTATED
2023-08-14 00:00:00,FND008,Zeta Fund,SEC000720,Security G,B,J,M,Healthcare,Banks,Materials,Spain,North America,GBP,B,5578,82687890.68,4977893.336,-13496297.96,PFND04,Global Parent Fund,AC01,RESTATED
2024-07-17 00:00:00,FND005,Omega Fund,SEC000721,Security F,D,G,O,Materials,Oil & Gas,Health Care,Canada,Europe,CAD,CCC,14438,38101470.41,2054169.105,-35196825.44,PFND01,Global Parent Fund,AC04,RESTATED
2023-12-19 00:00:00,FND002,Delta Fund,SEC000722,Security G,D,J,P,Industrials,Metals,Utilities,UK,North America,JPY,BBB,14309,6329248.711,-1403719.464,-42387156.73,PFND02,European Parent Fund,AC04,ADJ
2024-04-17 00:00:00,FND019,Gamma Fund,SEC000723,Security F,A,G,O,Utilities,Metals,Information Technology,Italy,Europe,CAD,BBB,14736,14604151.9,3211068.941,38041040.24,PFND05,,AC01,RESTATED
2024-11-20 00:00:00,FND008,Gamma Fund,SEC000724,Security B,B,J,L,Materials,Metals,Materials,Netherlands,Asia,GBP,BBB,3570,19021755,1032281.754,-21285402.96,PFND05,Growth Parent Fund,AC01,MAIN
2023-01-17 00:00:00,FND013,Alpha Fund,SEC000725,Security F,E,J,N,Energy,Software,Utilities,Canada,North America,GBP,BBB,3418,80681064.87,-8594695.96,-27321676.52,,European Parent Fund,AC03,RESTATED
2024-03-01 00:00:00,FND009,Zeta Fund,SEC000726,Security E,E,F,P,Technology,Electric,Utilities,France,Europe,USD,AA,4384,893751.7823,5985534.467,48842472.34,,Growth Parent Fund,AC04,RESTATED
2024-04-25 00:00:00,FND016,Zeta Fund,SEC000727,Security G,C,F,L,Energy,Metals,Health Care,Japan,Europe,USD,AAA,2069,8028009.289,-3575049.359,-36406277.79,,Global Parent Fund,AC04,ADJ
2024-01-11 00:00:00,FND013,Sigma Fund,SEC000728,Security C,D,G,K,Industrials,Software,Utilities,US,North America,EUR,BBB,2595,34468637.51,-624311.5499,12740758.13,PFND02,,AC04,ADJ
2024-09-19 00:00:00,FND013,Beta Fund,SEC000729,Security E,D,I,O,Technology,Banks,Energy,Spain,Europe,CAD,A,6976,21262705.1,9170108.523,-14183274.27,,Global Parent Fund,AC04,RESTATED
2023-10-27 00:00:00,FND014,Alpha Fund,SEC000730,Security A,A,G,N,Energy,Banks,Industrials,UK,North America,EUR,BB,11681,25485976.3,9549270.963,38605195.16,PFND04,Global Parent Fund,AC01,RESTATED
2024-03-18 00:00:00,FND012,Sigma Fund,SEC000731,Security F,E,H,K,Utilities,Banks,Information Technology,Canada,Asia,CAD,,5150,36041263.31,-2187142.711,41849398.18,PFND02,Global Parent Fund,AC01,ADJ
2024-10-21 00:00:00,FND004,Delta Fund,SEC000732,Security A,A,G,P,Industrials,Pharma,Industrials,US,Europe,CAD,A,3581,3245422.531,5040615.819,26518356.62,PFND01,Global Parent Fund,AC02,MAIN
2024-12-23 00:00:00,FND007,Lambda Fund,SEC000733,Security B,D,I,M,Energy,Electric,Financials,Japan,Asia,JPY,AAA,2790,96504208.59,522775.7388,-20928253.98,PFND03,European Parent Fund,AC04,ADJ
2024-03-17 00:00:00,FND001,Delta Fund,SEC000734,Security C,D,I,M,Technology,Software,Utilities,France,Europe,EUR,,8662,78048223.86,6635761.422,-38970122.83,PFND03,European Parent Fund,AC01,ADJ
2023-01-01 00:00:00,FND014,Zeta Fund,SEC000735,Security F,B,F,P,Technology,Machinery,Financials,Italy,Europe,CAD,BB,12722,66005740.17,8404866.037,-4357721.277,PFND05,Global Parent Fund,AC03,ADJ
2024-06-08 00:00:00,FND001,Sigma Fund,SEC000736,Security G,B,G,O,Technology,Electric,Financials,UK,North America,GBP,B,1210,88858850.95,5039282.169,-7839601.505,PFND03,Growth Parent Fund,AC01,MAIN
2023-02-15 00:00:00,FND010,Lambda Fund,SEC000737,Security A,C,J,P,Industrials,Software,Materials,UK,Europe,EUR,B,7756,61837774.68,9409409.841,5989028.6,PFND01,,AC03,MAIN
2023-10-05 00:00:00,FND011,Sigma Fund,SEC000738,Security F,D,I,K,Utilities,Banks,Energy,Germany,North America,GBP,AA,14481,27111655.31,5824220.788,47831264.07,PFND05,European Parent Fund,AC03,ADJ
2023-06-24 00:00:00,FND010,Alpha Fund,SEC000739,Security E,A,G,P,Materials,Pharma,Health Care,Germany,North America,CAD,AAA,15267,30423510.69,-4770711.205,21157069.93,,Growth Parent Fund,AC04,ADJ
2024-04-20 00:00:00,FND011,Gamma Fund,SEC000740,Security G,D,G,M,Healthcare,Software,Utilities,US,North America,JPY,BB,3510,79958399.5,7361811.69,-2199015.561,PFND05,Growth Parent Fund,AC03,MAIN
2024-04-11 00:00:00,FND018,Delta Fund,SEC000741,Security E,E,H,P,Financials,Metals,Materials,Canada,North America,EUR,,8330,83394094.14,2764774.986,-49355782.02,PFND04,European Parent Fund,AC04,ADJ
2023-09-29 00:00:00,FND013,Lambda Fund,SEC000742,Security F,D,F,N,Industrials,Machinery,Materials,US,Asia,EUR,,9531,511928.2548,-5583349.499,-43842286.19,PFND04,European Parent Fund,AC02,ADJ
2023-12-29 00:00:00,FND014,Gamma Fund,SEC000743,Security E,E,J,O,Technology,Banks,Financials,Italy,Asia,JPY,CCC,858,55207774.09,-5067966.226,-20299638.95,PFND01,European Parent Fund,AC04,MAIN
2023-09-08 00:00:00,FND014,Omega Fund,SEC000744,Security D,C,I,O,Materials,Pharma,Health Care,Netherlands,Asia,JPY,BB,14407,28080024.75,-5527750.853,-20681091.23,PFND04,,AC04,MAIN
2024-02-08 00:00:00,FND014,Delta Fund,SEC000745,Security C,B,G,P,Materials,Oil & Gas,Industrials,US,North America,EUR,B,14405,78561804.5,5685095.017,4624371.636,PFND02,Global Parent Fund,AC03,RESTATED
2024-12-15 00:00:00,FND018,Zeta Fund,SEC000746,Security B,A,J,M,Financials,Banks,Utilities,Germany,North America,CAD,A,14017,56618747.02,2315566.778,47442601.44,PFND01,Global Parent Fund,AC04,RESTATED
2024-05-06 00:00:00,FND005,Omega Fund,SEC000747,Security G,B,I,O,Utilities,Banks,Energy,Spain,Europe,USD,AA,14548,57360993.83,8891978.752,-27750456.12,PFND01,Global Parent Fund,AC01,ADJ
2024-08-24 00:00:00,FND010,Sigma Fund,SEC000748,Security B,C,G,M,Energy,Oil & Gas,Energy,Netherlands,Europe,EUR,,1141,34238006.34,-3448909.168,72182.2153,PFND01,,AC02,ADJ
2024-08-23 00:00:00,FND006,Gamma Fund,SEC000749,Security E,C,F,L,Technology,Machinery,Industrials,US,North America,GBP,AA,15969,6150914.993,-7137633.105,40026663.76,PFND01,European Parent Fund,AC04,MAIN
2024-06-28 00:00:00,FND006,Beta Fund,SEC000750,Security B,A,G,L,Healthcare,Banks,Energy,UK,North America,GBP,BBB,2649,74744611.65,-598746.3487,5466762.262,PFND01,European Parent Fund,AC04,MAIN
2024-07-05 00:00:00,FND014,Lambda Fund,SEC000751,Security F,D,I,N,Healthcare,Metals,Financials,Canada,Asia,USD,BB,15141,87100246.5,8124555.604,-40078544.87,,Growth Parent Fund,AC02,RESTATED
2024-11-19 00:00:00,FND001,Sigma Fund,SEC000752,Security E,C,I,N,Industrials,Software,Energy,Italy,North America,USD,BB,11534,59652443.28,5893348.856,16524288.22,,Growth Parent Fund,AC02,ADJ
2024-02-26 00:00:00,FND014,Zeta Fund,SEC000753,Security F,E,F,M,Technology,Pharma,Materials,Italy,North America,JPY,A,11875,73502686.84,7269131.595,-21615810.97,,Growth Parent Fund,AC04,RESTATED
2024-09-26 00:00:00,FND009,Sigma Fund,SEC000754,Security F,E,J,L,Healthcare,Banks,Materials,UK,North America,EUR,BBB,15389,87086351.34,-3562537.632,-49959117.78,,,AC03,RESTATED
2023-02-09 00:00:00,FND004,Delta Fund,SEC000755,Security D,B,G,K,Materials,Software,Financials,Netherlands,Asia,JPY,AA,13172,34071541.13,613234.8916,38705739.56,PFND03,Growth Parent Fund,AC01,RESTATED
2024-06-23 00:00:00,FND018,Delta Fund,SEC000756,Security E,B,J,O,Healthcare,Electric,Energy,Canada,Asia,CAD,AA,11226,50443935.42,-1324913.857,45869187.09,PFND05,Global Parent Fund,AC01,MAIN
2024-03-11 00:00:00,FND011,Omega Fund,SEC000757,Security C,A,G,P,Financials,Electric,Information Technology,US,North America,JPY,AA,7827,80548611.1,3197008.091,-24426791.5,PFND02,Growth Parent Fund,AC01,MAIN
2024-05-17 00:00:00,FND010,Lambda Fund,SEC000758,Security G,D,J,K,Industrials,Machinery,Materials,US,North America,EUR,CCC,4037,64824298.09,5781976.585,-43620978.47,PFND05,European Parent Fund,AC02,ADJ
2023-07-29 00:00:00,FND007,Omega Fund,SEC000759,Security A,C,I,O,Financials,Machinery,Utilities,Netherlands,Asia,USD,BB,7390,9792227.746,1622655.349,-46208659.19,PFND02,Global Parent Fund,AC03,RESTATED
2024-11-27 00:00:00,FND015,Alpha Fund,SEC000760,Security C,C,H,K,Materials,Banks,Utilities,Spain,Europe,JPY,A,1575,3930780.489,-5849965.423,42071232.48,PFND02,Global Parent Fund,AC03,RESTATED
2024-10-03 00:00:00,FND008,Lambda Fund,SEC000761,Security D,B,H,L,Industrials,Metals,Materials,Italy,North America,CAD,A,2933,94921280.9,2032651.734,23232481,PFND05,Global Parent Fund,AC02,ADJ
2024-05-09 00:00:00,FND008,Alpha Fund,SEC000762,Security C,A,I,K,Industrials,Software,Health Care,Spain,Europe,CAD,,10966,66431253.83,8463277.38,-30614423.91,PFND03,European Parent Fund,AC01,RESTATED
2023-08-31 00:00:00,FND011,Gamma Fund,SEC000763,Security C,B,H,P,Industrials,Electric,Information Technology,Canada,North America,USD,AA,17523,91559467.05,-7921005.409,-13759865.8,PFND05,Growth Parent Fund,AC03,RESTATED
2023-01-31 00:00:00,FND018,Sigma Fund,SEC000764,Security E,B,J,O,Industrials,Machinery,Utilities,Japan,Asia,EUR,AAA,18255,76615527.11,-5845677.871,-41618081.47,PFND03,Growth Parent Fund,AC02,RESTATED
2023-11-26 00:00:00,FND018,Delta Fund,SEC000765,Security E,D,H,K,Industrials,Software,Utilities,Canada,Europe,JPY,A,10487,1663460.656,1369873.715,33876311.7,,European Parent Fund,AC01,RESTATED
2023-08-04 00:00:00,FND017,Gamma Fund,SEC000766,Security D,D,G,L,Materials,Pharma,Financials,Netherlands,North America,CAD,B,2322,84055897.54,-4706349.547,6066613.45,PFND01,,AC03,RESTATED
2023-10-29 00:00:00,FND013,Alpha Fund,SEC000767,Security F,C,I,M,Energy,Software,Energy,US,Asia,JPY,B,11161,70973867.93,2925985.844,-24347350.36,PFND05,European Parent Fund,AC01,ADJ
2024-09-04 00:00:00,FND002,Omega Fund,SEC000768,Security A,D,J,O,Industrials,Oil & Gas,Financials,Spain,Europe,USD,,2170,87666980.23,-1957172.487,-23291101.4,PFND01,European Parent Fund,AC03,RESTATED
2023-03-22 00:00:00,FND014,Beta Fund,SEC000769,Security G,D,F,O,Healthcare,Metals,Utilities,US,Asia,EUR,AAA,2683,67029120.55,-4379955.581,-21183982.92,,European Parent Fund,AC03,ADJ
2023-03-11 00:00:00,FND008,Gamma Fund,SEC000770,Security G,A,F,O,Industrials,Software,Information Technology,US,Europe,USD,BB,8656,38471749.47,1450306.364,27758661.59,,Global Parent Fund,AC04,ADJ
2024-11-23 00:00:00,FND001,Delta Fund,SEC000771,Security B,E,J,M,Technology,Pharma,Energy,Italy,North America,EUR,AAA,3619,57980100.74,2364044.257,-20084545.67,PFND03,,AC02,RESTATED
2024-11-10 00:00:00,FND014,Zeta Fund,SEC000772,Security G,B,G,P,Healthcare,Pharma,Utilities,Italy,North America,USD,BB,19067,8354285.266,9396649.165,1597491.674,PFND04,Growth Parent Fund,AC02,MAIN
2024-03-25 00:00:00,FND002,Zeta Fund,SEC000773,Security G,A,J,M,Materials,Electric,Utilities,Spain,Asia,USD,BBB,216,98123834.12,2700442.2,-47408774.05,PFND02,,AC02,MAIN
2023-08-07 00:00:00,FND013,Beta Fund,SEC000774,Security C,A,J,O,Healthcare,Software,Financials,Netherlands,North America,EUR,AAA,9208,79028472.86,9649828.239,16852547.34,,Growth Parent Fund,AC04,MAIN
2023-12-19 00:00:00,FND002,Gamma Fund,SEC000775,Security F,D,J,P,Technology,Electric,Utilities,Italy,North America,CAD,CCC,15064,88254329.98,357906.7356,39205909.49,PFND03,European Parent Fund,AC02,MAIN
2024-10-01 00:00:00,FND017,Lambda Fund,SEC000776,Security A,A,G,K,Materials,Software,Health Care,Netherlands,Europe,JPY,CCC,18049,7802616.816,-6069015.22,-9152685.893,PFND03,European Parent Fund,AC03,RESTATED
2024-08-12 00:00:00,FND010,Gamma Fund,SEC000777,Security D,E,F,M,Industrials,Machinery,Utilities,Japan,Asia,EUR,BBB,10320,12457957.53,2591554.433,43427829.01,PFND03,Growth Parent Fund,AC03,MAIN
2024-04-04 00:00:00,FND013,Sigma Fund,SEC000778,Security G,D,G,K,Financials,Pharma,Financials,Spain,North America,EUR,CCC,14653,62538917.15,-2210908.843,32449774.49,PFND04,European Parent Fund,AC03,MAIN
2023-10-23 00:00:00,FND017,Omega Fund,SEC000779,Security C,A,G,L,Technology,Software,Financials,Netherlands,Europe,GBP,AA,816,24725276.14,-4890935.213,-37831270.71,,European Parent Fund,AC02,ADJ
2023-11-07 00:00:00,FND004,Omega Fund,SEC000780,Security B,D,H,O,Materials,Pharma,Financials,Italy,Asia,JPY,BB,10582,9076375.553,-2239544.492,-38187338.11,PFND05,Global Parent Fund,AC03,ADJ
2024-08-23 00:00:00,FND013,Zeta Fund,SEC000781,Security G,D,J,O,Materials,Electric,Health Care,Germany,Europe,GBP,CCC,10859,74644328.67,-7107636.711,22713774.81,PFND05,Global Parent Fund,AC04,RESTATED
2024-02-27 00:00:00,FND008,Delta Fund,SEC000782,Security F,A,I,P,Financials,Machinery,Utilities,Japan,North America,JPY,A,3293,53349097.98,-6259237.705,-4794738.934,,Growth Parent Fund,AC02,RESTATED
2023-05-02 00:00:00,FND015,Gamma Fund,SEC000783,Security A,E,H,M,Technology,Metals,Financials,US,Asia,USD,,11205,74895917.35,314200.3473,-24724221,PFND01,,AC02,ADJ
2023-11-04 00:00:00,FND016,Sigma Fund,SEC000784,Security D,D,I,N,Financials,Electric,Financials,US,Europe,JPY,B,7181,65335638.65,-5594441.149,-1760221.059,PFND01,,AC04,RESTATED
2024-04-21 00:00:00,FND008,Sigma Fund,SEC000785,Security D,C,H,N,Financials,Banks,Information Technology,Netherlands,Europe,USD,CCC,19586,55646579.53,-6348168.9,-11487752.71,,Global Parent Fund,AC04,RESTATED
2023-04-23 00:00:00,FND008,Delta Fund,SEC000786,Security D,D,J,L,Materials,Pharma,Information Technology,Netherlands,Asia,CAD,AAA,7239,46144751.31,-1678858.464,-11947063.6,PFND05,,AC04,MAIN
2024-10-03 00:00:00,FND002,Omega Fund,SEC000787,Security B,E,J,K,Materials,Banks,Financials,France,North America,CAD,A,5437,9121642.789,-3060260.296,25547444.34,PFND01,Global Parent Fund,AC04,RESTATED
2024-03-04 00:00:00,FND014,Lambda Fund,SEC000788,Security A,E,G,K,Financials,Pharma,Financials,Germany,Asia,GBP,B,7481,46141490.77,-3430514.508,46694020.74,PFND03,European Parent Fund,AC02,ADJ
2023-07-22 00:00:00,FND001,Omega Fund,SEC000789,Security A,A,G,K,Energy,Software,Industrials,Canada,Europe,JPY,,7184,6567063.668,-1222761.06,45601793.16,PFND05,Global Parent Fund,AC02,RESTATED
2024-07-14 00:00:00,FND020,Omega Fund,SEC000790,Security C,B,I,P,Technology,Software,Materials,Germany,Europe,EUR,BB,55,21574629.13,4238792.146,-48593528.71,PFND05,Growth Parent Fund,AC04,RESTATED
2023-12-27 00:00:00,FND006,Delta Fund,SEC000791,Security C,B,I,O,Materials,Pharma,Energy,US,Europe,JPY,AA,11387,86460126.45,-9766460.206,41610378.1,PFND04,,AC01,MAIN
2023-01-03 00:00:00,FND008,Zeta Fund,SEC000792,Security G,D,H,M,Financials,Oil & Gas,Financials,Canada,Europe,USD,,8715,38326768.82,9374455.393,5488367.316,PFND04,European Parent Fund,AC04,ADJ
2023-06-09 00:00:00,FND009,Alpha Fund,SEC000793,Security G,C,G,M,Financials,Machinery,Health Care,Germany,North America,GBP,BB,19367,85482519.43,-5571511.12,-3852497.914,PFND02,,AC04,MAIN
2024-03-09 00:00:00,FND017,Lambda Fund,SEC000794,Security G,C,H,K,Healthcare,Banks,Health Care,Japan,Asia,JPY,AA,17483,62793809.19,-433784.0035,8702801.407,PFND01,Global Parent Fund,AC02,MAIN
2024-06-11 00:00:00,FND012,Beta Fund,SEC000795,Security A,E,H,O,Financials,Banks,Health Care,Spain,Europe,CAD,AA,15958,20735312.57,-5781688.877,20697557.28,PFND03,,AC01,ADJ
2024-11-16 00:00:00,FND009,Beta Fund,SEC000796,Security D,A,J,P,Energy,Software,Energy,UK,North America,USD,BBB,18570,69787239.78,-6800127.953,-47450511.24,,Global Parent Fund,AC02,MAIN
2024-05-20 00:00:00,FND011,Lambda Fund,SEC000797,Security D,B,J,N,Industrials,Oil & Gas,Energy,Netherlands,Europe,USD,AAA,9209,82445205.94,-2428712.235,16376935.32,PFND04,Global Parent Fund,AC02,RESTATED
2024-08-19 00:00:00,FND015,Sigma Fund,SEC000798,Security F,D,J,N,Energy,Software,Energy,US,Europe,EUR,,5703,61297498.53,5143601.359,-47084990.56,PFND05,Growth Parent Fund,AC04,MAIN
2024-10-24 00:00:00,FND013,Alpha Fund,SEC000799,Security F,C,J,L,Industrials,Software,Health Care,Netherlands,Asia,CAD,BBB,16189,60575777.39,2829964.998,-43180439.68,PFND05,,AC01,ADJ
2024-06-27 00:00:00,FND020,Beta Fund,SEC000800,Security F,A,I,K,Industrials,Software,Energy,UK,Asia,JPY,,13372,88199568.55,7358170.404,-2770892.984,PFND03,European Parent Fund,AC04,ADJ
2024-03-31 00:00:00,FND002,Gamma Fund,SEC000801,Security C,E,F,N,Materials,Metals,Energy,US,Asia,USD,BB,16612,57862919.48,8303380.071,25057309.02,PFND02,Global Parent Fund,AC02,RESTATED
2023-10-26 00:00:00,FND018,Delta Fund,SEC000802,Security E,B,I,K,Materials,Metals,Industrials,Italy,North America,CAD,A,11353,67725418.24,759342.7998,33090370.83,PFND01,,AC03,ADJ
2023-12-24 00:00:00,FND005,Gamma Fund,SEC000803,Security E,A,I,O,Financials,Machinery,Industrials,UK,Europe,EUR,A,8119,42901574.21,-8013768.388,-40918532.95,PFND05,Global Parent Fund,AC01,ADJ
2023-11-11 00:00:00,FND005,Beta Fund,SEC000804,Security B,C,H,P,Technology,Machinery,Financials,Italy,Europe,JPY,B,18,78185914.91,-6127788.158,-16214015.25,PFND02,Growth Parent Fund,AC01,MAIN
2024-02-27 00:00:00,FND009,Omega Fund,SEC000805,Security B,E,G,K,Technology,Oil & Gas,Information Technology,Italy,North America,CAD,AAA,6188,95282980.91,-8153027.104,47355046.8,PFND02,European Parent Fund,AC02,MAIN
2023-06-27 00:00:00,FND004,Beta Fund,SEC000806,Security A,B,I,O,Industrials,Pharma,Energy,France,Europe,JPY,AAA,2907,83549960.76,-2654643.647,3929275.512,PFND05,European Parent Fund,AC03,ADJ
2024-01-20 00:00:00,FND012,Gamma Fund,SEC000807,Security G,A,J,N,Materials,Electric,Financials,Germany,Asia,USD,BB,16927,40182208.57,7989504.183,-15401304.31,PFND05,Global Parent Fund,AC02,RESTATED
2024-08-31 00:00:00,FND019,Omega Fund,SEC000808,Security A,E,J,N,Materials,Metals,Information Technology,UK,North America,GBP,AAA,5171,20117600.91,-1670689.669,-39952075.75,,,AC01,RESTATED
2023-01-08 00:00:00,FND001,Lambda Fund,SEC000809,Security C,A,J,P,Energy,Pharma,Health Care,France,Europe,GBP,B,334,3358546.671,2377579.861,-35711606.23,PFND02,European Parent Fund,AC03,MAIN
2023-09-14 00:00:00,FND010,Delta Fund,SEC000810,Security E,A,F,O,Energy,Oil & Gas,Information Technology,France,Asia,EUR,CCC,13309,24001591.37,7689806.525,27637152.9,PFND02,Global Parent Fund,AC01,MAIN
2023-11-12 00:00:00,FND001,Gamma Fund,SEC000811,Security B,E,H,O,Industrials,Oil & Gas,Energy,US,Europe,CAD,,13959,79080431.43,5661962.784,938193.4885,PFND01,Growth Parent Fund,AC01,MAIN
